"","N_EDIFICIOS_CLASSICOS","N_EDIFICIOS_CLASS_CONST_1_OU_2_ALOJ","N_EDIFICIOS_CLASS_CONST_3_OU_MAIS_ALOJAMENTOS","N_EDIFICIOS_EXCLUSIV_RESID","N_EDIFICIOS_1_OU_2_PISOS","N_EDIFICIOS_3_OU_MAIS_PISOS","N_EDIFICIOS_CONSTR_ANTES_1945","N_EDIFICIOS_CONSTR_1946_1980","N_EDIFICIOS_CONSTR_1981_2000","N_EDIFICIOS_CONSTR_2001_2010","N_EDIFICIOS_CONSTR_2011_2021","N_EDIFICIOS_COM_NECESSIDADES_REPARACAO","N_ALOJAMENTOS_TOTAL","N_ALOJAMENTOS_FAMILIARES","N_ALOJAMENTOS_FAM_CLASS_RHABITUAL","N_ALOJAMENTOS_FAM_CLASS_VAGOS_OU_RESID_SECUNDARIA","N_RHABITUAL_ACESSIVEL_CADEIRAS_RODAS","N_RHABITUAL_COM_ESTACIONAMENTO","N_RHABITUAL_PROP_OCUP","N_RHABITUAL_ARRENDADOS","N_AGREGADOS_DOMESTICOS_PRIVADOS","N_ADP_1_OU_2_PESSOAS","N_ADP_3_OU_MAIS_PESSOAS","N_NUCLEOS_FAMILIARES","N_NUCLEOS_FAMILIARES_COM_FILHOS_TENDO_O_MAIS_NOVO_MENOS_DE_25","N_INDIVIDUOS","N_INDIVIDUOS_H","N_INDIVIDUOS_M","N_INDIVIDUOS_0_14","N_INDIVIDUOS_15_24","N_INDIVIDUOS_25_64","N_INDIVIDUOS_65_OU_MAIS","postal_code"
"1436",6,0,6,4,0,6,0,0,6,0,0,0,114,114,81,33,56,70,50,19,81,62,19,51,15,174,86,88,24,11,81,58,"1250-041"
"1437",2,1,1,2,0,2,1,1,0,0,0,0,5,5,5,0,1,0,1,4,5,3,2,4,2,13,6,7,4,1,8,0,"1150-034"
"1438",6,0,6,6,0,6,0,0,6,0,0,0,108,108,98,10,6,4,80,9,98,58,40,76,23,238,106,132,27,13,116,82,"1070"
"1439",4,0,4,3,0,4,3,1,0,0,0,1,29,29,27,1,1,1,6,18,28,23,5,13,6,55,23,32,7,4,36,8,"1170-132"
"1440",25,9,16,21,10,15,15,6,2,2,0,1,85,85,49,35,3,3,22,24,50,38,12,24,8,103,60,43,7,5,69,22,"1150-034"
"1441",20,2,17,14,1,19,14,4,0,2,0,4,130,130,66,64,7,4,33,22,66,45,21,33,15,139,79,60,19,9,82,29,"1150-005"
"1442",13,0,13,11,1,12,11,2,0,0,0,5,93,93,70,23,2,2,15,53,70,46,24,45,25,190,103,87,29,13,121,27,"1170-998"
"1443",19,1,18,12,1,18,17,1,0,0,1,4,213,213,140,73,15,20,36,91,140,119,21,65,20,247,116,131,21,13,138,75,"1150-215"
"1444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1950-408"
"1445",29,22,7,29,19,10,4,24,0,0,1,21,53,53,29,24,9,0,7,18,29,22,7,20,5,61,29,32,4,6,37,14,"1070-221"
"1446",17,0,17,16,0,17,12,2,0,3,0,10,116,116,83,33,24,25,21,57,83,61,22,50,16,175,73,102,18,11,67,79,"1900-172"
"1447",12,2,10,12,2,10,2,10,0,0,0,1,76,76,62,14,0,0,27,31,62,40,22,39,17,137,60,77,15,14,73,35,"1900-381"
"1448",19,2,17,15,1,18,8,10,0,0,1,16,138,138,108,30,22,23,47,43,108,84,24,54,18,215,93,122,13,20,133,49,"1900-172"
"1449",12,0,12,10,0,12,7,5,0,0,0,11,128,128,100,28,10,0,36,55,100,68,32,52,25,207,97,110,19,21,114,53,"1900-182"
"1450",16,0,16,15,0,16,14,2,0,0,0,6,142,142,95,47,9,4,46,40,95,69,26,49,18,195,83,112,17,21,98,59,"1900-999"
"1451",11,0,11,11,0,11,7,4,0,0,0,5,104,104,65,39,1,2,40,22,65,41,24,37,19,148,67,81,11,25,76,36,"1900-183"
"1452",13,0,13,11,0,13,4,9,0,0,0,6,125,125,71,54,9,0,22,47,71,48,23,40,20,161,68,93,27,15,97,22,"1900-183"
"1453",15,1,14,11,1,14,4,7,1,1,2,8,145,145,120,25,20,12,57,55,120,79,41,73,38,280,128,152,41,34,155,50,"1048-017"
"1454",18,4,13,15,4,14,11,2,1,0,4,9,131,130,79,51,30,34,31,39,80,55,25,49,21,172,78,94,14,20,108,30,"1070-045"
"1455",10,0,10,8,0,10,0,8,2,0,0,0,261,261,197,64,65,153,161,18,197,153,44,113,31,394,185,209,25,30,172,167,"1900-386"
"1456",26,1,25,22,0,26,7,15,2,1,1,7,218,218,183,35,36,35,101,65,183,126,57,108,47,401,183,218,54,30,210,107,"1050-103"
"1457",21,3,18,20,4,17,5,16,0,0,0,10,108,108,78,30,6,2,17,55,78,56,22,43,17,163,67,96,22,8,103,30,"1950-049"
"1458",16,15,1,16,16,0,0,16,0,0,0,2,19,19,15,4,2,0,0,15,15,11,4,6,2,26,16,10,2,1,13,10,"1900-278"
"1459",24,22,2,24,15,9,24,0,0,0,0,0,30,30,21,9,3,4,15,2,21,11,10,16,11,56,30,26,7,12,32,5,"1000-197"
"1460",35,23,12,34,26,9,0,34,0,0,1,9,110,110,74,36,2,0,20,51,74,58,16,46,18,158,76,82,16,20,89,33,"1900-381"
"1461",8,1,7,7,1,7,0,8,0,0,0,2,99,99,77,22,11,2,32,35,77,55,22,39,21,169,80,89,36,11,78,44,"1249-024"
"1462",28,17,11,27,10,18,1,21,5,1,0,15,91,91,58,33,10,12,18,29,58,38,20,29,16,132,61,71,16,15,75,26,"1449-028"
"1463",10,2,8,9,1,9,8,2,0,0,0,9,44,44,30,14,0,2,9,19,30,21,9,15,6,73,42,31,8,8,38,19,"1200-056"
"1464",25,2,22,15,1,24,24,0,0,1,0,20,128,128,81,47,4,2,7,67,81,64,17,35,13,151,86,65,10,13,106,22,"1100-112"
"1465",8,1,7,1,0,8,8,0,0,0,0,0,26,26,13,13,0,0,3,10,13,9,4,7,4,26,11,15,2,2,16,6,"1200-085"
"1466",17,3,14,13,1,16,12,3,1,1,0,5,60,60,39,21,0,0,17,19,39,33,6,13,4,69,34,35,3,3,43,20,"1200-163"
"1467",18,12,6,18,5,13,0,0,2,13,3,2,55,55,46,9,35,30,35,5,46,27,19,29,19,112,53,59,21,14,54,23,"1400-188"
"1468",12,1,11,8,0,12,12,0,0,0,0,5,77,77,49,28,4,2,27,18,49,40,9,25,12,90,43,47,9,11,47,23,"1100-521"
"1469",20,10,10,18,5,15,4,15,0,0,1,12,60,60,50,10,11,24,32,13,50,30,20,35,22,137,67,70,25,25,56,31,"1200-792"
"1470",4,0,4,2,0,4,0,4,0,0,0,2,25,25,13,12,0,0,2,11,13,7,6,6,4,33,19,14,4,3,23,3,"1100-350"
"1471",6,0,6,4,0,6,0,0,6,0,0,5,65,65,60,5,42,1,9,50,60,35,25,49,27,165,79,86,26,29,80,30,"1675-161"
"1472",6,6,0,6,5,1,0,6,0,0,0,2,6,6,5,1,1,5,5,0,5,3,2,4,3,14,5,9,5,1,5,3,"1849-029"
"1473",46,45,1,46,12,34,0,45,1,0,0,11,50,50,37,13,14,29,31,5,37,22,15,27,13,94,48,46,14,9,46,25,"1800-364"
"1474",4,0,4,4,0,4,0,4,0,0,0,1,72,72,66,6,2,0,45,16,66,43,23,44,22,145,69,76,14,17,76,38,"1800-048"
"1475",6,0,6,6,0,6,0,6,0,0,0,4,107,107,91,16,1,1,66,16,91,73,18,56,17,181,87,94,9,17,88,67,"1800-048"
"1476",15,0,15,15,0,15,0,0,15,0,0,5,90,90,86,4,27,2,9,76,86,32,54,85,38,270,121,149,45,29,150,46,"1600-647"
"1477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1600-003"
"1478",20,20,0,20,2,18,0,1,14,5,0,6,20,20,18,2,7,12,17,0,18,8,10,12,8,50,30,20,5,12,22,11,"1849-029"
"1479",47,47,0,47,31,16,0,47,0,0,0,15,48,48,44,4,10,38,35,3,44,23,21,36,21,118,62,56,23,11,61,23,"1800-364"
"1480",15,0,15,14,0,15,0,0,14,1,0,1,252,252,224,28,179,218,201,13,224,109,115,181,108,593,286,307,80,102,321,90,"1649-020"
"1481",6,0,6,5,0,6,0,0,4,2,0,0,149,149,119,30,84,118,71,37,119,73,46,77,56,263,129,134,62,20,176,5,"1600-067"
"1482",3,1,2,3,1,2,0,2,1,0,0,2,28,28,21,7,2,0,0,19,21,13,8,14,6,47,20,27,6,4,23,14,"1800-033"
"1483",11,0,11,10,0,11,0,0,11,0,0,0,108,108,82,26,73,82,66,10,82,55,27,61,32,189,87,102,24,24,119,22,"1600-067"
"1484",43,42,1,43,18,25,5,18,6,12,2,3,45,45,42,3,15,39,34,3,42,21,21,35,17,109,45,64,12,14,52,31,"1800-362"
"1485",19,0,19,18,0,19,0,6,0,13,0,6,250,250,193,57,149,142,148,28,193,113,80,136,76,482,218,264,77,62,250,93,"1750-232"
"1486",14,9,5,14,11,3,0,11,3,0,0,12,29,29,20,9,2,0,0,19,20,17,3,11,1,36,13,23,1,2,13,20,"1750-161"
"1487",6,0,6,6,0,6,0,0,3,3,0,0,178,178,148,30,137,145,119,11,148,94,54,103,47,347,151,196,35,46,178,88,"1750-155"
"1488",42,27,15,39,29,13,38,4,0,0,0,25,94,94,57,37,5,0,18,37,57,41,16,33,16,116,62,54,15,14,64,23,"1170-376"
"1489",10,3,7,8,3,7,9,1,0,0,0,9,48,48,28,20,0,2,4,20,28,20,8,17,6,63,32,31,6,5,37,15,"1170-165"
"1490",30,11,19,26,10,20,12,15,2,1,0,15,112,112,68,44,12,14,33,31,68,51,17,34,19,135,61,74,18,16,72,29,"1150-268"
"1491",30,1,29,21,4,26,13,16,0,0,1,21,256,256,177,79,15,9,94,70,177,142,35,75,26,327,161,166,27,20,178,102,"1170-165"
"1492",37,16,21,28,15,22,37,0,0,0,0,15,134,134,94,40,2,8,24,63,94,71,23,42,16,182,86,96,17,18,106,41,"1170-384"
"1493",14,1,13,10,0,14,11,2,0,0,1,4,52,52,32,20,0,7,14,13,32,29,3,12,3,53,23,30,6,2,32,13,"1200-192"
"1494",9,8,1,9,8,1,4,4,1,0,0,5,20,20,16,4,3,2,11,5,16,9,7,11,3,38,18,20,5,2,13,18,"1400-406"
"1495",47,21,26,42,26,21,32,12,2,1,0,30,214,214,173,41,16,1,62,96,173,127,46,92,46,336,140,196,49,22,186,79,"1350-039"
"1496",23,0,23,20,0,23,23,0,0,0,0,8,186,186,141,45,3,26,44,87,141,77,64,100,59,366,173,193,85,36,184,61,"1350-037"
"1497",18,8,10,17,1,17,0,16,0,1,1,7,64,64,49,15,5,9,29,18,49,32,17,34,20,110,44,66,19,12,48,31,"1400-406"
"1498",18,1,17,17,0,18,11,6,0,1,0,5,124,124,99,25,0,3,53,37,99,72,27,67,30,212,100,112,29,15,122,46,"1350-034"
"1499",16,0,16,12,0,16,2,10,2,0,2,10,146,146,112,34,20,18,65,43,112,64,48,71,44,272,124,148,58,28,128,58,"1350-322"
"1500",19,2,17,12,2,17,0,15,4,0,0,12,122,122,90,32,25,16,38,46,90,61,29,48,29,197,83,114,34,26,88,49,"1350-321"
"1501",42,33,9,42,33,9,32,1,9,0,0,28,239,239,206,33,102,8,4,195,206,113,93,149,81,515,241,274,76,75,273,91,"1300-125"
"1502",17,1,14,12,0,17,0,14,3,0,0,14,128,125,103,22,30,22,60,30,103,72,31,61,30,254,112,142,42,22,121,69,"1350-133"
"1503",17,0,17,13,0,17,14,2,1,0,0,2,115,115,85,30,10,9,49,30,85,48,37,64,35,215,99,116,44,21,114,36,"1250-151"
"1504",20,5,15,18,7,13,0,17,3,0,0,7,132,132,101,31,18,17,41,56,101,76,25,48,22,201,94,107,27,12,112,50,"1250-088"
"1505",28,0,26,18,0,28,2,23,1,2,0,27,212,211,156,55,21,41,76,66,157,109,48,87,33,351,165,186,33,34,193,91,"1170-210"
"1506",20,0,20,15,0,20,19,1,0,0,0,12,146,146,112,34,1,0,59,40,112,79,33,61,29,244,111,133,31,27,145,41,"1170-132"
"1507",26,21,5,25,22,4,1,24,0,1,0,22,87,87,56,31,15,11,31,16,56,41,15,33,18,118,55,63,18,11,61,28,"1070-221"
"1508",17,9,8,15,10,7,14,3,0,0,0,5,122,122,91,31,19,39,66,15,91,71,20,49,19,175,83,92,19,12,102,42,"1900-046"
"1509",14,6,7,14,5,9,0,6,4,4,0,10,148,147,123,23,24,91,75,41,124,55,69,92,73,365,178,187,87,52,209,17,"1750-462"
"1510",1,0,1,0,0,1,0,0,0,1,0,0,35,35,32,3,31,32,0,32,32,18,14,19,14,76,41,35,17,8,51,0,"1990-514"
"1511",19,0,19,17,0,19,0,0,0,19,0,19,115,115,97,18,3,8,5,84,97,51,46,75,50,276,124,152,79,35,129,33,"1750-462"
"1512",8,0,8,8,0,8,0,0,0,8,0,8,129,129,113,16,26,113,82,25,113,48,65,92,71,311,143,168,93,24,188,6,"1750-478"
"1513",10,5,5,10,7,3,0,9,1,0,0,10,53,53,47,6,1,6,2,45,47,21,26,35,27,141,70,71,33,26,73,9,"1750-111"
"1514",55,51,4,55,50,5,0,51,2,1,1,53,88,88,64,24,10,5,3,58,64,40,24,38,21,153,70,83,25,21,78,29,"1750-478"
"1515",38,10,26,36,15,23,13,18,4,2,1,8,343,341,261,80,88,121,151,83,262,183,79,153,68,567,261,306,53,57,306,151,"1900-040"
"1516",7,0,7,4,2,5,2,5,0,0,0,0,40,40,23,17,5,5,8,13,23,14,9,17,6,59,28,31,4,5,44,6,"1150-282"
"1517",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1250-160"
"1518",32,3,29,24,3,29,14,14,2,1,1,7,318,318,205,113,25,36,67,118,205,167,38,104,31,379,170,209,28,23,234,94,"1071-811"
"1519",11,11,0,11,11,0,7,3,0,1,0,8,12,12,8,4,0,0,2,6,8,6,2,5,1,16,6,10,3,0,8,5,"1070-079"
"1520",18,1,17,9,1,17,14,2,1,1,0,7,110,110,63,47,6,0,38,20,63,46,17,30,12,124,55,69,9,14,74,27,"1150-291"
"1521",4,1,3,2,1,3,1,3,0,0,0,2,23,23,19,4,2,1,12,7,19,13,6,11,4,39,20,19,2,4,21,12,"1300-125"
"1522",22,4,18,21,5,17,16,3,1,2,0,7,119,119,80,39,6,4,18,61,80,62,18,43,16,163,78,85,21,16,83,43,"1170-009"
"1523",9,9,0,9,7,2,2,5,0,2,0,6,10,10,7,3,1,0,0,6,7,6,1,3,1,12,5,7,0,1,9,2,"1070-079"
"1524",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1070-046"
"1525",29,13,16,29,14,15,19,8,2,0,0,16,158,158,117,41,11,5,27,82,117,82,35,67,28,244,98,146,18,26,141,59,"1170-009"
"1526",8,6,2,8,4,4,7,1,0,0,0,7,18,18,9,8,0,0,1,1,10,5,5,5,2,26,19,7,5,1,19,1,"1169-091"
"1527",31,0,31,25,0,31,26,5,0,0,0,14,173,173,140,33,3,0,62,71,140,94,46,83,35,328,158,170,38,28,204,58,"1170-245"
"1528",15,13,2,15,14,1,14,1,0,0,0,10,19,19,12,7,1,1,2,9,12,9,3,9,2,30,15,15,5,3,17,5,"1070-079"
"1529",14,1,13,10,0,14,7,7,0,0,0,5,146,146,114,32,13,2,13,95,114,74,40,66,39,269,124,145,43,35,137,54,"1099-034"
"1530",20,0,20,16,0,20,19,1,0,0,0,8,134,134,90,44,3,9,41,43,90,58,32,51,21,214,97,117,15,17,132,50,"1170-134"
"1531",12,12,0,12,7,5,6,3,1,2,0,7,15,15,11,4,0,2,4,7,11,7,4,7,3,26,16,10,2,1,20,3,"1070-079"
"1532",32,7,24,31,4,28,12,15,3,2,0,6,171,170,123,47,1,3,44,69,124,97,27,65,25,236,116,120,19,24,143,50,"1070-221"
"1533",40,0,40,33,1,39,2,34,2,2,0,24,348,348,256,92,23,25,128,106,256,198,58,139,48,503,233,270,41,37,287,138,"1170-998"
"1534",3,0,3,1,0,3,3,0,0,0,0,0,25,25,14,11,1,0,7,7,14,11,3,8,4,31,14,17,4,4,22,1,"1170-021"
"1535",16,1,15,10,1,15,9,7,0,0,0,0,107,107,73,34,3,1,23,46,73,58,15,37,14,161,72,89,17,15,90,39,"1150-010"
"1536",34,6,28,33,10,24,18,1,7,8,0,16,253,253,204,49,72,40,71,121,204,137,67,122,62,442,208,234,64,42,236,100,"1070"
"1537",12,0,11,9,0,12,12,0,0,0,0,0,77,76,49,27,3,0,19,25,50,33,17,26,13,116,57,59,13,9,78,16,"1150-040"
"1538",48,29,19,48,37,11,37,7,2,1,1,31,142,142,98,44,9,5,46,40,98,63,35,63,30,222,100,122,33,22,126,41,"1070-221"
"1539",21,0,21,21,0,21,0,0,21,0,0,7,212,212,197,15,171,13,6,187,197,88,109,175,91,588,289,299,112,73,308,95,"1950-347"
"1540",2,2,0,2,2,0,0,2,0,0,0,0,3,3,2,1,0,1,1,1,2,2,0,0,0,2,0,2,0,0,1,1,"1900-330"
"1541",5,0,5,5,0,5,1,0,0,4,0,0,56,56,45,11,38,41,37,7,45,27,18,31,17,103,52,51,13,13,60,17,"1900-032"
"1542",27,4,22,23,5,22,2,23,2,0,0,14,186,185,122,63,9,9,41,72,122,98,24,54,21,249,117,132,20,18,146,65,"1050-222"
"1543",21,1,20,18,2,19,5,12,3,1,0,2,255,255,214,41,38,57,109,85,214,156,58,127,44,443,204,239,39,44,226,134,"1900-381"
"1544",8,4,4,7,6,2,8,0,0,0,0,0,19,19,12,7,0,2,9,3,12,11,1,5,1,18,7,11,0,2,10,6,"1000-300"
"1545",8,0,8,8,0,8,4,2,2,0,0,2,70,70,60,10,1,6,9,50,60,46,14,26,5,123,65,58,8,6,81,28,"1900-221"
"1546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1675-632"
"1547",30,18,12,28,21,9,3,23,4,0,0,6,101,101,88,13,20,33,35,40,88,55,33,59,27,211,105,106,26,35,109,41,"1750-314"
"1548",13,11,2,12,13,0,0,13,0,0,0,5,21,21,16,5,3,5,5,7,16,13,3,11,5,30,14,16,2,5,13,10,"1800-281"
"1549",15,0,15,15,0,15,0,0,15,0,0,2,368,368,336,32,234,0,12,308,336,152,184,285,169,1047,505,542,200,152,542,153,"1750-186"
"1550",5,0,5,5,0,5,0,0,0,5,0,0,50,50,45,5,44,45,33,7,45,28,17,29,20,107,47,60,17,21,46,23,"1990-370"
"1551",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1750-416"
"1552",11,0,11,11,0,11,0,0,0,11,0,0,154,154,135,19,130,135,127,7,135,40,95,119,91,416,203,213,89,72,219,36,"1990-099"
"1553",6,0,6,6,0,6,0,0,6,0,0,1,212,212,199,13,151,3,33,160,199,98,101,175,87,559,277,282,84,72,311,92,"1750-186"
"1554",66,42,24,64,42,24,0,66,0,0,0,5,268,268,216,52,29,34,181,22,216,155,61,146,59,481,222,259,66,43,236,136,"1849-028"
"1555",44,44,0,44,39,5,18,4,4,11,7,8,44,44,38,6,15,30,36,1,38,22,16,27,14,91,41,50,10,9,49,23,"1800-111"
"1556",16,4,12,14,4,12,5,11,0,0,0,16,145,145,120,25,5,1,34,72,120,91,29,61,21,244,97,147,23,22,124,75,"1750-161"
"1557",6,0,6,6,0,6,0,0,0,6,0,0,143,143,118,25,114,118,102,14,118,56,62,93,67,328,161,167,60,59,176,33,"1990-427"
"1558",9,6,3,7,1,8,2,4,0,3,0,9,70,70,53,17,28,50,49,2,53,31,22,30,17,121,50,71,12,10,58,41,"1750-161"
"1559",6,0,6,5,0,6,0,0,5,1,0,0,63,63,50,13,29,49,43,6,50,31,19,36,16,120,63,57,17,13,61,29,"1990-237"
"1560",13,0,13,10,2,11,0,13,0,0,0,2,217,217,157,60,24,8,95,49,157,128,29,76,22,279,128,151,21,10,152,96,"1800-281"
"1561",7,0,7,4,0,7,0,1,3,3,0,2,294,294,239,55,187,234,157,62,239,157,82,139,86,519,242,277,97,53,312,57,"1750-230"
"1562",10,0,10,0,0,10,0,0,0,1,9,0,316,316,240,76,228,240,178,52,240,182,58,129,65,474,236,238,83,23,348,20,"1750-220"
"1563",7,0,7,7,0,7,0,7,0,0,0,7,140,140,99,41,12,4,14,79,99,47,52,87,45,298,143,155,49,32,144,73,"1750-220"
"1564",7,0,7,4,0,7,0,7,0,0,0,0,277,277,240,37,179,1,174,53,240,165,75,151,61,511,223,288,56,40,243,172,"1800-281"
"1565",10,0,10,10,0,10,0,0,0,10,0,0,139,139,120,19,113,120,99,19,120,56,64,95,65,332,162,170,73,49,183,27,"1990-099"
"1566",23,1,22,18,0,23,2,21,0,0,0,8,185,185,135,50,4,8,44,80,135,110,25,64,27,250,99,151,27,21,138,64,"1749-074"
"1567",27,1,26,18,1,26,6,21,0,0,0,15,212,212,128,84,4,2,38,82,128,107,21,55,22,226,91,135,20,21,134,51,"1600-198"
"1568",25,1,24,23,2,23,10,14,0,1,0,0,264,264,216,48,49,6,50,156,216,161,55,128,51,443,189,254,53,35,204,151,"1500-133"
"1569",32,1,31,26,1,31,0,30,1,1,0,3,423,423,331,92,83,154,173,127,331,239,92,191,83,674,280,394,82,44,336,212,"1500-197"
"1570",2,1,1,2,2,0,1,1,0,0,0,1,6,6,3,3,0,0,0,2,3,3,0,1,0,5,2,3,0,0,5,0,"1950-278"
"1571",5,0,5,5,0,5,0,5,0,0,0,0,86,86,67,19,2,0,48,14,67,49,18,35,13,133,60,73,17,7,70,39,"1500-377"
"1572",2,1,1,2,1,1,2,0,0,0,0,2,4,4,2,2,0,0,0,2,2,2,0,1,0,3,1,2,0,0,1,2,"1200-421"
"1573",4,1,3,3,0,4,1,1,2,0,0,0,20,20,11,9,0,0,0,11,11,7,4,5,3,23,14,9,3,4,13,3,NA
"1574",4,1,3,2,0,4,0,1,3,0,0,2,13,13,6,7,1,0,2,4,6,6,0,1,0,7,5,2,0,0,6,1,"1100-240"
"1575",26,16,10,26,20,6,3,18,5,0,0,25,68,68,48,20,3,10,16,26,48,34,14,24,9,101,38,63,12,7,62,20,"1300-070"
"1576",41,8,33,25,17,24,17,24,0,0,0,15,171,171,94,77,3,10,28,61,94,69,25,44,16,190,95,95,18,16,116,40,"1100-004"
"1577",61,41,20,56,31,30,42,17,0,0,2,41,158,158,98,60,4,2,16,80,98,73,25,48,17,197,108,89,14,24,122,37,"1100-219"
"1578",35,13,22,32,12,23,32,2,1,0,0,17,158,158,109,49,2,7,17,89,109,75,34,68,33,253,113,140,35,26,125,67,"1200-821"
"1579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1100-199"
"1580",30,9,21,29,5,25,21,3,2,2,2,19,114,114,84,30,18,17,37,40,84,66,18,40,19,157,64,93,20,14,82,41,"1350-183"
"1581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1400-195"
"1582",4,4,0,4,3,1,0,4,0,0,0,1,4,4,3,1,1,3,3,0,3,3,0,3,0,6,3,3,0,0,4,2,"1400-406"
"1583",27,6,21,23,6,21,24,2,1,0,0,10,147,147,101,46,7,14,30,67,101,60,41,50,23,287,194,93,23,24,200,40,"1100-376"
"1584",11,11,0,11,6,5,0,7,0,4,0,0,12,12,9,3,2,4,9,0,9,3,6,9,5,27,13,14,3,5,11,8,"1400-406"
"1585",15,15,0,15,3,12,1,13,0,1,0,5,15,15,11,4,2,6,10,1,11,6,5,8,5,26,16,10,7,1,15,3,"1400-406"
"1586",25,25,0,25,19,6,5,18,0,1,1,9,25,25,23,2,5,14,16,4,23,16,7,15,7,52,22,30,7,10,22,13,"1400-406"
"1587",69,7,61,63,0,69,30,28,6,5,0,20,570,568,439,129,38,24,174,234,439,330,109,226,79,924,432,492,77,79,574,194,"1150-258"
"1588",23,23,0,23,21,2,0,23,0,0,0,9,23,23,20,3,6,12,17,3,20,11,9,14,6,53,26,27,3,5,28,17,"1900-330"
"1589",55,39,16,51,50,5,41,14,0,0,0,53,138,138,92,46,10,2,10,74,92,63,29,53,32,204,91,113,39,25,97,43,"1070-181"
"1590",23,0,23,17,0,23,7,14,0,1,1,1,225,225,160,65,5,8,86,59,160,111,49,84,38,345,149,196,38,29,197,81,"1170-315"
"1591",22,22,0,22,9,13,0,20,0,0,2,0,22,22,18,4,6,12,17,1,18,12,6,12,6,43,21,22,6,5,22,10,"1900-311"
"1592",15,0,15,14,0,15,0,15,0,0,0,1,189,189,129,60,7,2,63,58,129,101,28,71,25,253,109,144,22,18,134,79,"1170-315"
"1593",18,1,17,17,0,18,7,4,4,1,2,1,138,138,111,27,35,37,51,55,111,76,35,58,28,230,106,124,33,26,135,36,"1050-129"
"1594",32,20,12,32,28,4,22,10,0,0,0,32,92,92,71,21,4,0,2,67,71,55,16,35,17,134,64,70,25,8,67,34,"1070-181"
"1595",12,0,12,9,0,12,0,0,12,0,0,12,128,128,118,10,57,9,18,90,118,40,78,103,74,423,200,223,117,77,198,31,"1750-462"
"1596",11,5,6,10,7,4,0,3,8,0,0,9,41,41,35,6,1,4,9,24,35,18,17,26,14,94,50,44,17,16,50,11,"1750-462"
"1597",14,0,14,10,0,14,0,8,3,3,0,2,139,139,101,38,27,52,43,50,101,72,29,57,28,211,95,116,34,18,127,32,"1750-181"
"1598",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1990-273"
"1599",7,0,7,7,0,7,0,0,0,7,0,0,117,117,89,28,89,89,65,17,89,63,26,56,29,190,83,107,25,22,106,37,"1990-155"
"1600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1990-102"
"1601",27,24,3,26,27,0,26,1,0,0,0,10,38,38,27,11,3,2,12,12,27,21,6,14,8,51,28,23,8,5,27,11,"1800-056"
"1602",31,22,9,27,23,8,23,0,0,8,0,13,243,243,178,65,138,159,114,51,178,122,56,94,65,389,188,201,91,33,231,34,"1800-056"
"1603",18,18,0,18,18,0,0,16,2,0,0,11,21,21,17,4,6,4,11,3,17,8,9,17,3,53,30,23,6,1,32,14,"1700-029"
"1604",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1849-003"
"1605",6,0,6,5,0,6,0,6,0,0,0,5,149,149,131,18,80,1,83,36,131,81,50,86,38,316,153,163,29,35,177,75,"1800-119"
"1606",1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,2,2,0,0,1,1,0,"1800-328"
"1607",13,0,13,13,0,13,0,9,4,0,0,8,278,278,240,38,182,8,87,142,240,170,70,148,49,516,248,268,39,42,269,166,"1800-245"
"1608",3,0,3,3,0,3,0,3,0,0,0,0,89,89,71,18,46,2,53,9,71,59,12,36,13,127,52,75,12,12,67,36,"1600-646"
"1609",16,1,15,13,0,16,1,7,8,0,0,10,292,292,239,53,73,168,160,47,239,161,78,145,61,520,234,286,59,62,220,179,"1600-428"
"1610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1700-003"
"1611",6,0,6,6,0,6,0,6,0,0,0,0,54,54,41,13,3,13,31,6,41,31,10,25,7,83,36,47,6,10,41,26,"1800-129"
