X,Y,OBJECTID,BGRI2021,DT21,DTMN21,DTMNFR21,DTMNFRSEC21,SECNUM21,SSNUM21,SECSSNUM21,SUBSECCAO,NUTS1,NUTS2,NUTS3,N_EDIFICIOS_CLASSICOS,N_EDIFICIOS_CLASS_CONST_1_OU_2_ALOJ,N_EDIFICIOS_CLASS_CONST_3_OU_MAIS_ALOJAMENTOS,N_EDIFICIOS_EXCLUSIV_RESID,N_EDIFICIOS_1_OU_2_PISOS,N_EDIFICIOS_3_OU_MAIS_PISOS,N_EDIFICIOS_CONSTR_ANTES_1945,N_EDIFICIOS_CONSTR_1946_1980,N_EDIFICIOS_CONSTR_1981_2000,N_EDIFICIOS_CONSTR_2001_2010,N_EDIFICIOS_CONSTR_2011_2021,N_EDIFICIOS_COM_NECESSIDADES_REPARACAO,N_ALOJAMENTOS_TOTAL,N_ALOJAMENTOS_FAMILIARES,N_ALOJAMENTOS_FAM_CLASS_RHABITUAL,N_ALOJAMENTOS_FAM_CLASS_VAGOS_OU_RESID_SECUNDARIA,N_RHABITUAL_ACESSIVEL_CADEIRAS_RODAS,N_RHABITUAL_COM_ESTACIONAMENTO,N_RHABITUAL_PROP_OCUP,N_RHABITUAL_ARRENDADOS,N_AGREGADOS_DOMESTICOS_PRIVADOS,N_ADP_1_OU_2_PESSOAS,N_ADP_3_OU_MAIS_PESSOAS,N_NUCLEOS_FAMILIARES,N_NUCLEOS_FAMILIARES_COM_FILHOS_TENDO_O_MAIS_NOVO_MENOS_DE_25,N_INDIVIDUOS,N_INDIVIDUOS_H,N_INDIVIDUOS_M,N_INDIVIDUOS_0_14,N_INDIVIDUOS_15_24,N_INDIVIDUOS_25_64,N_INDIVIDUOS_65_OU_MAIS,SHAPE_Length,SHAPE_Area
-92050.970603291,-106756.834049832,35030,11060201204,11,1106,110602,110602012,012,04,01204,11060201204,1,17,170,50,4,46,41,4,46,13,35,1,1,0,22,437,437,343,94,20,5,130,195,343,277,66,159,63,628,263,365,63,49,323,193,865.352558898372,27272.5339398323
-92667.4617254225,-106653.11820048,35031,11060100601,11,1106,110601,110601006,006,01,00601,11060100601,1,17,170,35,3,32,32,4,31,15,19,0,0,1,11,262,262,202,60,23,0,54,135,202,153,49,120,43,408,181,227,47,28,214,119,927.088351942974,35774.4504123615
-91611.4424256209,-106609.782099377,35032,11060200401,11,1106,110602,110602004,004,01,00401,11060200401,1,17,170,13,3,10,13,2,11,3,6,3,0,1,1,88,88,75,13,20,3,18,53,75,60,15,42,15,145,56,89,12,11,83,39,670.209995490412,15140.3880022253
-92200.0083403842,-106581.137299133,35033,11060100803,11,1106,110601,110601008,008,03,00803,11060100803,1,17,170,21,6,15,20,8,13,13,4,1,3,0,14,116,116,72,44,6,5,14,56,72,64,8,32,9,120,46,74,4,9,63,44,332.321414126209,5233.50788727983
-91436.1021426591,-106602.166900464,35034,11060200203,11,1106,110602,110602002,002,03,00203,11060200203,1,17,170,18,4,14,18,3,15,16,2,0,0,0,2,153,153,110,43,13,1,21,81,110,86,24,48,25,202,87,115,25,23,106,48,325.535925915461,4637.9878908766
-92357.8220981769,-106580.866399883,35035,11060100602,11,1106,110601,110601006,006,02,00602,11060100602,1,17,170,1,0,1,1,0,1,1,0,0,0,0,1,5,5,3,2,0,0,0,3,3,3,0,1,0,4,1,3,0,0,3,1,402.684596812395,9686.08082640626
-92784.7745969509,-106565.728750095,35036,11060100603,11,1106,110601,110601006,006,03,00603,11060100603,1,17,170,13,6,7,12,2,11,1,5,1,0,6,3,37,37,29,8,0,2,15,13,29,23,6,16,5,58,27,31,3,6,33,16,230.987617218934,3006.08171845044
-94364.3119981344,-106785.754149589,35037,11065801107,11,1106,110658,110658011,011,07,01107,11065801107,1,17,170,26,26,0,26,11,15,0,14,11,0,1,0,27,27,21,6,9,20,19,1,21,9,12,24,12,75,31,44,10,12,35,18,1194.51909171249,58850.3872624623
-94220.4220046445,-106756.008549922,35038,11065801108,11,1106,110658,110658011,011,08,01108,11065801108,1,17,170,16,14,2,16,7,9,0,12,3,0,1,2,21,21,19,2,9,19,13,5,19,8,11,16,11,64,31,33,14,10,25,15,1180.13758071782,48332.7683384397
-94426.4307259761,-106643.577499937,35039,11065801109,11,1106,110658,110658011,011,09,01109,11065801109,1,17,170,11,10,1,11,4,7,0,5,6,0,0,3,14,14,8,6,3,8,7,0,8,4,4,8,2,23,10,13,0,3,9,11,681.829293967936,22727.2686977272
-92822.1722104651,-106577.69610005,35040,11060100204,11,1106,110601,110601002,002,04,00204,11060100204,1,17,170,19,12,7,18,13,6,0,18,0,0,1,11,37,37,25,12,3,0,13,9,25,17,8,12,6,49,19,30,4,5,28,12,219.912451566903,2505.45522813634
-93036.3653290712,-106639.102350241,35041,11065800406,11,1106,110658,110658004,004,06,00406,11065800406,1,17,170,40,19,21,37,18,22,21,16,1,1,1,13,196,196,149,47,7,7,43,95,149,123,26,79,30,276,123,153,26,18,150,82,712.469052474132,14393.1576398091
-91272.4510217962,-106602.488900641,35042,11060200301,11,1106,110602,110602003,003,01,00301,11060200301,1,17,170,17,0,17,16,0,17,10,4,0,3,0,6,151,151,110,41,26,26,39,67,110,81,29,56,27,220,97,123,32,22,113,53,384.433291530738,8361.9340456339
-92272.2062546402,-106559.102000206,35043,11060100604,11,1106,110601,110601006,006,04,00604,11060100604,1,17,170,17,13,4,17,15,2,13,2,1,1,0,10,32,32,25,7,4,2,5,17,25,21,4,12,4,42,25,17,5,1,23,13,272.066960774185,4265.98141830884
-89620.2936603369,-104644.287849118,35044,11065902101,11,1106,110659,110659021,021,01,02101,11065902101,1,17,170,4,3,1,4,3,1,4,0,0,0,0,4,9,9,4,5,2,0,0,3,4,3,1,3,1,10,6,4,0,1,6,3,496.855136108128,7538.40165663815
-87077.6064570815,-104600.69474987,35045,11065601302,11,1106,110656,110656013,013,02,01302,11065601302,1,17,170,24,13,11,19,14,10,22,0,0,1,1,0,57,57,34,23,2,0,12,19,34,25,9,14,5,67,32,35,5,8,37,17,236.226634578095,2744.08346190453
-86040.4257287155,-104713.977099985,35046,11066700903,11,1106,110667,110667009,009,03,00903,11066700903,1,17,170,58,17,41,50,15,43,27,24,0,6,1,34,418,418,333,85,55,42,122,198,333,253,80,169,69,650,319,331,60,61,353,176,1012.67002088117,29093.1255939945
-89307.3563892192,-104652.748650266,35047,11065901603,11,1106,110659,110659016,016,03,01603,11065901603,1,17,170,21,1,20,19,1,20,6,6,8,1,0,4,197,197,157,40,92,91,87,61,157,103,54,96,49,356,159,197,54,31,197,74,546.757439775812,18414.9283411459
-89892.5791675505,-104606.941000185,35048,11065902102,11,1106,110659,110659021,021,02,02102,11065902102,1,17,170,7,1,6,6,2,5,1,4,1,0,1,5,43,43,30,13,1,0,10,18,30,24,6,13,5,59,33,26,9,4,32,14,175.179701194468,1659.18873795994
-88844.6841825164,-104661.839150493,35049,11066601404,11,1106,110666,110666014,014,04,01404,11066601404,1,17,170,17,2,15,16,1,16,10,7,0,0,0,12,102,102,75,27,5,27,26,38,75,57,18,41,14,146,67,79,15,9,82,40,445.724907385588,9487.44487803736
-87446.6779367374,-104690.428799513,35050,11065600902,11,1106,110656,110656009,009,02,00902,11065600902,1,17,170,3,0,3,3,0,3,3,0,0,0,0,0,22,22,13,9,0,0,1,12,13,11,2,6,1,25,10,15,2,1,18,4,585.397112049357,10649.9339530326
-88528.6142070245,-104631.930649994,35051,11066601405,11,1106,110666,110666014,014,05,01405,11066601405,1,17,170,6,0,6,5,0,6,2,0,0,2,2,1,83,83,37,46,11,7,22,14,37,26,11,25,12,99,55,44,9,18,59,13,405.074762321863,10090.0992736143
-89696.7291780396,-104594.853099744,35052,11065902103,11,1106,110659,110659021,021,03,02103,11065902103,1,17,170,16,10,6,15,8,8,14,0,1,0,1,13,51,51,27,24,4,2,7,19,27,20,7,16,6,55,28,27,6,4,26,19,293.424566879947,5147.84018260736
-87651.3881316961,-104629.734749891,35053,11065600903,11,1106,110656,110656009,009,03,00903,11065600903,1,17,170,27,2,25,21,0,27,18,1,3,4,1,4,136,136,102,34,21,40,57,37,102,65,37,64,32,231,108,123,26,28,132,45,621.59173237841,19127.9563303218
-85634.3864383486,-104671.367749906,35054,11066302501,11,1106,110663,110663025,025,01,02501,11066302501,1,17,170,14,11,2,14,13,1,13,0,0,0,1,13,38,37,22,15,9,10,8,13,22,14,8,13,7,70,28,42,10,3,29,28,810.378763729575,32248.547453899
-88862.5969986249,-104568.712350051,35055,11066601406,11,1106,110666,110666014,014,06,01406,11066601406,1,17,170,13,4,9,11,4,9,8,3,1,0,1,7,53,53,40,13,5,6,17,20,40,31,9,18,10,74,37,37,10,5,38,21,276.767655217646,4384.09118899617
-86984.772262274,-104587.007950465,35056,11065600701,11,1106,110656,110656007,007,01,00701,11065600701,1,17,170,13,0,13,8,0,13,8,3,2,0,0,11,102,102,82,20,2,24,51,27,82,65,17,37,14,156,76,80,7,11,96,42,391.528967904852,7554.04174526856
-91992.1406992,-99217.3921998368,35066,11061100303,11,1106,110611,110611003,003,03,00303,11061100303,1,17,170,10,0,10,9,0,10,0,0,10,0,0,1,141,141,131,10,68,5,24,105,131,76,55,100,53,342,164,178,56,46,154,86,576.539535515976,17972.0418259798
-85143.7516855437,-99196.343749507,35067,11063302502,11,1106,110633,110633025,025,02,02502,11063302502,1,17,170,6,0,6,4,0,6,0,6,0,0,0,6,118,118,100,18,2,5,72,18,100,80,20,58,22,191,80,111,15,14,108,54,486.566410792935,13587.7260404006
-85797.4891185679,-99201.1445503325,35068,11063301601,11,1106,110633,110633016,016,01,01601,11063301601,1,17,170,24,24,0,24,16,8,0,10,12,2,0,3,25,25,22,3,6,19,17,2,22,14,8,16,5,50,23,27,5,4,27,14,433.65477635655,7955.10303928653
-93249.2602290415,-105778.62360078,35099,11060101110,11,1106,110601,110601011,011,10,01110,11060101110,1,17,170,11,0,11,11,0,11,0,4,3,2,2,4,135,135,113,22,58,89,71,34,113,73,40,71,40,256,115,141,47,29,117,63,850.608405332708,19852.0145403226
-87920.4854377274,-105711.289100019,35100,11066101216,11,1106,110661,110661012,012,16,01216,11066101216,1,17,170,13,4,9,11,2,11,11,2,0,0,0,5,43,43,21,22,0,0,2,18,21,18,3,10,4,39,20,19,4,3,23,9,158.20111960198,1506.2714022801
-87312.9345951406,-105732.5513,35101,11066501510,11,1106,110665,110665015,015,10,01510,11066501510,1,17,170,3,0,3,2,0,3,3,0,0,0,0,2,9,9,4,5,0,0,0,4,4,4,0,0,0,5,4,1,0,0,5,0,233.63828791443,2946.88964495366
-87888.5865160935,-105711.125749975,35102,11066101217,11,1106,110661,110661012,012,17,01217,11066101217,1,17,170,7,1,6,5,1,6,7,0,0,0,0,3,29,29,18,11,0,1,6,12,18,14,4,10,3,42,23,19,1,3,27,11,155.690003804841,1458.516866688
-92964.89365484,-105713.354099389,35103,11060100712,11,1106,110601,110601007,007,12,00712,11060100712,1,17,170,7,7,0,7,7,0,0,4,0,1,2,0,7,7,6,1,1,2,5,1,6,2,4,6,4,21,10,11,6,3,10,2,219.410106019566,2367.22776591304
-86512.6153701108,-105703.695550142,35104,11066500504,11,1106,110665,110665005,005,04,00504,11066500504,1,17,170,19,5,14,11,2,17,19,0,0,0,0,10,53,53,31,22,0,0,5,20,31,28,3,10,3,48,21,27,3,3,24,18,217.53636640099,2029.80587635793
-92681.9504798388,-100562.267899209,35140,11060801202,11,1106,110608,110608012,012,02,01202,11060801202,1,17,170,15,0,15,13,0,15,0,15,0,0,0,0,203,203,143,60,9,1,95,40,143,101,42,90,36,306,141,165,26,41,146,93,1905.52677766434,145284.415753386
-87339.0256850014,-100512.310300494,35141,11065402101,11,1106,110654,110654021,021,01,02101,11065402101,1,17,170,30,1,29,25,1,29,0,29,1,0,0,11,349,349,275,74,24,45,138,110,275,201,74,147,60,562,260,302,47,53,293,169,740.759753915994,20560.7400432355
-90152.1059252593,-100495.215400027,35142,11061803001,11,1106,110618,110618030,030,01,03001,11061803001,1,17,170,5,0,5,5,0,5,0,0,5,0,0,0,125,125,97,28,92,56,74,13,97,69,28,62,28,210,96,114,19,26,104,61,478.655581027461,11261.8196205629
-87523.1120534811,-100620.366350448,35143,11065401805,11,1106,110654,110654018,018,05,01805,11065401805,1,17,170,30,0,30,26,0,30,2,28,0,0,0,15,263,263,226,37,4,13,105,106,226,165,61,116,57,471,205,266,66,46,240,119,785.773789946937,26441.1696429047
-84515.5698920355,-100616.013100238,35144,11063300702,11,1106,110633,110633007,007,02,00702,11063300702,1,17,170,16,16,0,16,16,0,0,16,0,0,0,1,16,16,14,2,5,11,12,1,14,9,5,10,4,34,18,16,4,3,17,10,705.13696593663,14923.520694715
-85134.532115024,-100408.335549458,35145,11063301302,11,1106,110633,110633013,013,02,01302,11063301302,1,17,170,10,10,0,10,10,0,0,10,0,0,0,0,10,10,8,2,4,7,8,0,8,2,6,9,4,30,14,16,5,4,12,9,434.550160292791,6791.52329665669
-87209.2657775766,-100443.717699593,35146,11065401105,11,1106,110654,110654011,011,05,01105,11065401105,1,17,170,21,1,20,18,1,20,0,21,0,0,0,0,246,246,193,53,30,30,98,65,193,138,55,111,52,396,169,227,48,39,198,111,562.710365510421,17376.0697260766
-86423.0036262315,-100558.726199956,35147,11062102604,11,1106,110621,110621026,026,04,02604,11062102604,1,17,170,4,0,4,4,0,4,0,4,0,0,0,1,40,40,37,3,2,0,26,10,37,23,14,24,9,83,34,49,6,9,39,29,986.27199794222,20288.4712555582
-88449.3415209334,-104578.330849992,35148,11066601407,11,1106,110666,110666014,014,07,01407,11066601407,1,17,170,1,0,1,1,0,1,1,0,0,0,0,1,8,8,1,7,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,346.362792597092,7463.74141383841
-88304.7119668145,-104589.902,35149,11066601008,11,1106,110666,110666010,010,08,01008,11066601008,1,17,170,3,0,3,2,0,3,0,0,0,0,3,0,43,43,7,36,4,7,1,6,7,5,2,3,2,15,11,4,4,0,9,2,469.279968968524,12874.4788791385
-87322.8014702962,-104636.381351113,35150,11065600202,11,1106,110656,110656002,002,02,00202,11065600202,1,17,170,59,8,50,49,10,49,51,6,2,0,0,24,316,315,217,98,9,4,74,134,218,153,65,114,53,492,275,217,63,38,288,103,841.848192235427,24433.9330053264
-88101.8955259728,-104638.888300537,35151,11066601201,11,1106,110666,110666012,012,01,01201,11066601201,1,17,170,5,0,5,3,0,5,3,2,0,0,0,1,26,26,10,16,2,2,4,5,10,8,2,3,1,18,5,13,0,3,9,6,717.455006908687,30757.1140960125
-87143.1768697956,-104581.640449842,35152,11065601303,11,1106,110656,110656013,013,03,01303,11065601303,1,17,170,8,1,6,7,1,7,1,6,0,1,0,0,55,55,34,21,2,0,17,11,34,22,12,17,6,84,50,34,5,6,50,23,366.718360464568,5530.93978744335
-87063.6270949194,-104554.579650209,35153,11065601304,11,1106,110656,110656013,013,04,01304,11065601304,1,17,170,20,3,17,11,5,15,8,7,2,3,0,0,168,168,97,70,23,38,48,39,98,68,30,51,23,230,128,102,16,31,151,32,503.570007961162,10301.0898598105
-87302.3299312113,-104530.585650003,35154,11065600301,11,1106,110656,110656003,003,01,00301,11065600301,1,17,170,13,1,12,11,0,13,12,0,0,1,0,5,72,72,50,22,3,2,11,39,50,35,15,23,10,116,55,61,14,7,71,24,265.52450634276,3849.88090020803
-87957.2805566113,-104561.459200052,35155,11066600305,11,1106,110666,110666003,003,05,00305,11066600305,1,17,170,2,0,2,1,0,2,1,0,0,0,1,0,8,8,3,5,1,2,2,1,3,1,2,3,0,8,6,2,0,1,5,2,361.823692716886,7742.37127172173
-85284.4117238019,-103403.831350701,35165,11060700911,11,1106,110607,110607009,009,11,00911,11060700911,1,17,170,23,23,0,23,14,9,0,23,0,0,0,2,23,23,20,3,4,10,16,2,20,15,5,9,4,36,13,23,5,0,20,11,286.926491328641,4999.715210427
-86923.2219787422,-103506.042299857,35166,11065600502,11,1106,110656,110656005,005,02,00502,11065600502,1,17,170,36,0,36,29,0,36,14,22,0,0,0,25,296,296,199,97,18,4,90,91,199,139,60,112,47,471,230,241,53,43,290,85,609.725238552832,13261.2482336748
-85142.5322131602,-103441.937500014,35167,11060700609,11,1106,110607,110607006,006,09,00609,11060700609,1,17,170,30,30,0,30,28,2,0,30,0,0,0,14,31,31,25,6,7,17,23,1,25,15,10,19,7,57,26,31,7,3,23,24,482.282379739171,8229.43797496512
-90274.0287272647,-101491.134500406,35191,11063901201,11,1106,110639,110639012,012,01,01201,11063901201,1,17,170,6,0,6,5,0,6,0,0,4,2,0,0,156,156,132,24,71,130,109,13,132,79,53,95,46,324,153,171,39,46,157,82,478.819788321546,12118.5233613825
-90593.1255812117,-101554.311000983,35192,11063901102,11,1106,110639,110639011,011,02,01102,11063901102,1,17,170,10,0,10,7,0,10,0,0,0,10,0,0,156,156,143,13,142,143,134,2,143,63,80,119,68,406,201,205,51,71,227,57,1575.47627897465,79304.4255284282
-93576.2596614633,-101494.917100024,35193,11060802108,11,1106,110608,110608021,021,08,02108,11060802108,1,17,170,26,26,0,26,26,0,0,26,0,0,0,9,26,26,21,5,2,6,20,1,21,7,14,16,12,60,24,36,17,5,27,11,346.281765283204,6466.1658516867
-94135.3423985298,-107275.670149932,35194,11065801215,11,1106,110658,110658012,012,15,01215,11065801215,1,17,170,9,9,0,9,6,3,0,9,0,0,0,0,9,9,6,3,1,4,6,0,6,2,4,6,4,19,10,9,0,5,11,3,340.964020056243,7271.71397976677
-93827.4443622711,-107262.505599855,35195,11065800903,11,1106,110658,110658009,009,03,00903,11065800903,1,17,170,5,5,0,5,1,4,0,4,1,0,0,0,5,5,4,1,2,4,2,1,4,2,2,3,2,11,6,5,2,2,5,2,455.514313513689,11608.4947801747
-94529.4131337729,-107266.044299983,35196,11065801216,11,1106,110658,110658012,012,16,01216,11065801216,1,17,170,6,6,0,6,6,0,0,6,0,0,0,1,6,6,5,1,2,3,4,1,5,0,5,5,4,21,13,8,8,3,8,2,272.934192666305,4094.73861743945
-94386.8801815727,-107259.428699992,35197,11065801217,11,1106,110658,110658012,012,17,01217,11065801217,1,17,170,7,7,0,7,7,0,0,6,1,0,0,1,7,7,7,0,1,4,5,2,7,2,5,6,4,23,13,10,4,5,13,1,251.221556363059,3057.94626317639
-94186.4333794418,-107260.774399979,35198,11065801218,11,1106,110658,110658012,012,18,01218,11065801218,1,17,170,7,7,0,7,6,1,0,7,0,0,0,0,7,7,7,0,2,6,5,2,7,2,5,5,5,22,13,9,8,2,10,2,238.760544665994,2543.88326042295
-94212.1728288017,-107250.068749982,35199,11065801219,11,1106,110658,110658012,012,19,01219,11065801219,1,17,170,8,8,0,8,6,2,2,6,0,0,0,2,8,8,5,3,1,2,5,0,5,2,3,4,2,15,8,7,3,3,4,5,240.842609013202,2586.77785926785
-95223.9333934681,-108269.949299897,35200,11065800817,11,1106,110658,110658008,008,17,00817,11065800817,1,17,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5774.65416207286,1983041.34027905
-94920.2795554855,-107314.255999171,35201,11065801001,11,1106,110658,110658010,010,01,01001,11065801001,1,17,170,10,2,8,10,2,8,5,0,5,0,0,5,81,81,68,13,22,47,35,28,68,54,14,35,16,126,64,62,13,9,80,24,837.735974904004,14697.3292552938
-94412.7862294948,-107239.525499982,35202,11065801220,11,1106,110658,110658012,012,20,01220,11065801220,1,17,170,7,7,0,7,7,0,0,7,0,0,0,1,7,7,7,0,1,6,5,2,7,3,4,5,4,20,9,11,7,2,7,4,249.045615072408,2960.35023721363
-92667.9723084749,-107220.394200577,35203,11065800701,11,1106,110658,110658007,007,01,00701,11065800701,1,17,170,38,12,26,34,3,35,28,8,2,0,0,6,133,133,89,44,6,8,30,52,89,61,28,46,26,188,87,101,30,21,95,42,464.491851947119,8586.68634040801
-94237.5229560256,-107239.079049983,35204,11065801221,11,1106,110658,110658012,012,21,01221,11065801221,1,17,170,8,8,0,8,7,1,0,8,0,0,0,1,8,8,6,2,1,3,6,0,6,2,4,6,3,19,6,13,3,2,11,3,240.356621367404,2534.05140037629
-92475.6917094781,-107212.289449636,35205,11065800702,11,1106,110658,110658007,007,02,00702,11065800702,1,17,170,34,14,20,32,4,30,26,6,2,0,0,6,115,115,81,34,17,11,39,38,81,58,23,45,20,169,78,91,24,20,83,42,495.946402064773,9958.84023838181
-94261.620203946,-107226.409349975,35206,11065801222,11,1106,110658,110658012,012,22,01222,11065801222,1,17,170,7,7,0,7,4,3,0,7,0,0,0,1,8,8,6,2,1,3,4,0,6,4,2,4,2,13,5,8,3,0,6,4,239.030689039284,2499.85342647216
-94437.7204614692,-107219.425249982,35207,11065801223,11,1106,110658,110658012,012,23,01223,11065801223,1,17,170,8,8,0,8,8,0,0,8,0,0,0,1,8,8,7,1,1,5,5,0,7,5,2,3,1,13,6,7,0,1,5,7,248.857443003207,2959.29207255943
-94286.2685530061,-107213.751199977,35208,11065801224,11,1106,110658,110658012,012,24,01224,11065801224,1,17,170,8,8,0,8,8,0,0,8,0,0,0,0,8,8,6,2,2,5,5,0,6,1,5,6,5,23,12,11,5,8,8,2,241.55038967193,2619.61467454691
-94877.1163255786,-107297.7124,35209,11065801002,11,1106,110658,110658010,010,02,01002,11065801002,1,17,170,5,4,0,5,5,0,0,2,3,0,0,3,5,4,4,0,1,4,3,0,4,1,3,3,2,27,6,21,2,1,5,19,823.846036731427,14124.7651923339
-94309.764709845,-107199.366999987,35210,11065801225,11,1106,110658,110658012,012,25,01225,11065801225,1,17,170,8,8,0,8,8,0,0,8,0,0,0,1,8,8,5,3,3,5,5,0,5,2,3,3,3,15,7,8,7,0,6,2,239.570192590047,2502.37990588638
-89567.690294566,-104729.357449962,35211,11065902003,11,1106,110659,110659020,020,03,02003,11065902003,1,17,170,47,43,4,47,42,5,46,1,0,0,0,17,74,74,48,26,3,1,10,33,48,31,17,30,12,107,46,61,13,9,54,31,299.497244137846,5556.07177021428
-87832.1938415308,-104722.053150857,35212,11066600804,11,1106,110666,110666008,008,04,00804,11066600804,1,17,170,24,8,16,15,10,14,1,19,1,1,2,7,80,80,41,39,2,2,14,21,41,31,10,25,7,91,49,42,8,6,62,15,310.455619337751,3995.23098194865
-86489.3910844372,-104737.816750319,35213,11066700803,11,1106,110667,110667008,008,03,00803,11066700803,1,17,170,67,40,27,59,41,26,59,8,0,0,0,53,250,250,193,57,9,1,53,133,193,133,60,110,56,440,213,227,55,51,265,69,456.022158420551,11577.6085525782
-86206.1704756461,-104693.063550002,35214,11066701305,11,1106,110667,110667013,013,05,01305,11066701305,1,17,170,16,7,9,15,7,9,1,15,0,0,0,1,52,52,34,18,1,0,15,16,34,28,6,11,7,55,23,32,2,9,31,13,208.819471695464,2126.88436746614
-86576.9731200785,-104794.543150228,35215,11066701503,11,1106,110667,110667015,015,03,01503,11066701503,1,17,170,43,6,37,31,9,34,38,1,0,4,0,4,300,300,200,100,39,32,69,123,200,153,47,113,43,403,180,223,43,25,232,103,755.657318395417,25211.3313321223
-88686.3340461198,-104730.023999739,35216,11066601402,11,1106,110666,110666014,014,02,01402,11066601402,1,17,170,13,3,10,9,4,9,6,5,1,1,0,4,51,51,35,16,6,14,23,9,35,24,11,21,10,84,39,45,13,9,45,17,579.912132451669,17010.6601368713
-88477.5671870229,-104709.495249427,35225,11066601005,11,1106,110666,110666010,010,05,01005,11066601005,1,17,170,5,0,4,2,0,5,2,0,0,1,2,0,31,29,12,17,8,8,6,6,14,11,3,7,3,27,18,9,2,5,16,4,396.15345501733,9775.64027253634
-86285.348505833,-104653.592849711,35226,11066701402,11,1106,110667,110667014,014,02,01402,11066701402,1,17,170,8,0,8,7,4,4,1,7,0,0,0,3,38,38,23,15,2,1,10,10,23,17,6,10,5,44,20,24,5,5,26,8,182.811322143159,1888.80991623355
-87889.0423899587,-104725.761350445,35227,11066600301,11,1106,110666,110666003,003,01,00301,11066600301,1,17,170,25,1,24,18,4,21,25,0,0,0,0,12,109,109,71,38,6,0,30,37,71,59,12,34,10,133,56,77,11,9,81,32,330.166396773495,6390.25197690897
-86120.6130881589,-104721.487999971,35228,11066701403,11,1106,110667,110667014,014,03,01403,11066701403,1,17,170,46,12,34,39,11,35,21,20,0,0,5,20,214,214,149,65,13,2,70,74,149,119,30,87,34,281,125,156,27,20,151,83,552.066465658925,8916.01432084588
-87381.3300941303,-104676.685749899,35229,11065600201,11,1106,110656,110656002,002,01,00201,11065600201,1,17,170,45,14,31,38,12,33,45,0,0,0,0,20,170,170,106,64,3,2,27,70,106,74,32,43,20,223,125,98,21,28,140,34,306.16796397917,6032.0799741601
-86244.4426480877,-104654.93405079,35230,11066701404,11,1106,110667,110667014,014,04,01404,11066701404,1,17,170,7,1,6,7,2,5,0,7,0,0,0,4,41,41,24,17,0,0,3,21,24,15,9,15,8,61,31,30,7,10,37,7,204.014223997774,1977.6970948659
-88580.5386091193,-104710.424399854,35231,11066601403,11,1106,110666,110666014,014,03,01403,11066601403,1,17,170,13,1,11,11,0,13,11,0,1,1,0,0,59,58,38,20,12,5,23,10,38,24,14,23,14,126,51,75,8,15,52,51,514.417241255711,12957.8341299901
-89961.3220181126,-104658.09030091,35232,11065901103,11,1106,110659,110659011,011,03,01103,11065901103,1,17,170,6,0,6,6,0,6,0,6,0,0,0,2,40,40,28,12,7,1,8,19,28,20,8,14,4,57,32,25,4,3,38,12,286.955195640386,2997.11476960506
-87071.8748182398,-104636.479800577,35233,11065601301,11,1106,110656,110656013,013,01,01301,11065601301,1,17,170,13,5,8,11,7,6,13,0,0,0,0,0,43,43,22,21,2,0,8,13,22,13,9,12,3,50,28,22,3,5,27,15,250.37436335602,3047.19873660283
-87920.2792243686,-104669.165200452,35234,11066600302,11,1106,110666,110666003,003,02,00302,11066600302,1,17,170,20,4,16,18,5,15,18,0,0,0,2,11,73,73,37,36,3,6,8,28,37,28,9,16,5,69,35,34,8,1,36,24,249.465134239326,3494.15980763924
-88981.5864344671,-106121.29120089,35238,11066002002,11,1106,110660,110660020,020,02,02002,11066002002,1,17,170,7,0,7,4,0,7,7,0,0,0,0,3,57,57,45,12,11,1,1,42,45,33,12,30,10,96,44,52,6,7,60,23,324.525534696241,4699.80871778606
-88751.4676992025,-100650.003049923,35250,11065401205,11,1106,110654,110654012,012,05,01205,11065401205,1,17,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1587.46484630208,111194.343428513
-85174.4417110845,-100461.506699999,35251,11063301303,11,1106,110633,110633013,013,03,01303,11063301303,1,17,170,22,22,0,22,22,0,0,22,0,0,0,0,22,22,19,3,3,13,17,2,19,11,8,12,5,46,23,23,2,7,22,15,749.063227109396,22063.9177153976
-91822.2314439429,-100519.563749492,35252,11061101403,11,1106,110611,110611014,014,03,01403,11061101403,1,17,170,2,2,0,2,2,0,2,0,0,0,0,0,2,2,2,0,1,2,1,0,2,0,2,2,1,6,3,3,0,1,4,1,1030.53133888616,60958.9036974057
-89808.3938796273,-100435.793050068,35253,11061800104,11,1106,110618,110618001,001,04,00104,11061800104,1,17,170,19,19,0,19,8,11,6,0,8,3,2,0,21,21,17,4,7,15,14,2,17,7,10,14,9,57,32,25,8,11,24,14,562.207103647923,19241.9898528095
-83473.8667713948,-100403.002250053,35254,11066200704,11,1106,110662,110662007,007,04,00704,11066200704,1,17,170,7,1,6,7,0,7,0,0,0,7,0,1,33,33,22,11,16,22,17,3,22,12,10,16,10,56,26,30,13,7,30,6,413.684035776504,10621.1026739284
