X,Y,OBJECTID,BGRI2021,DT21,DTMN21,DTMNFR21,DTMNFRSEC21,SECNUM21,SSNUM21,SECSSNUM21,SUBSECCAO,NUTS1,NUTS2,NUTS3,N_EDIFICIOS_CLASSICOS,N_EDIFICIOS_CLASS_CONST_1_OU_2_ALOJ,N_EDIFICIOS_CLASS_CONST_3_OU_MAIS_ALOJAMENTOS,N_EDIFICIOS_EXCLUSIV_RESID,N_EDIFICIOS_1_OU_2_PISOS,N_EDIFICIOS_3_OU_MAIS_PISOS,N_EDIFICIOS_CONSTR_ANTES_1945,N_EDIFICIOS_CONSTR_1946_1980,N_EDIFICIOS_CONSTR_1981_2000,N_EDIFICIOS_CONSTR_2001_2010,N_EDIFICIOS_CONSTR_2011_2021,N_EDIFICIOS_COM_NECESSIDADES_REPARACAO,N_ALOJAMENTOS_TOTAL,N_ALOJAMENTOS_FAMILIARES,N_ALOJAMENTOS_FAM_CLASS_RHABITUAL,N_ALOJAMENTOS_FAM_CLASS_VAGOS_OU_RESID_SECUNDARIA,N_RHABITUAL_ACESSIVEL_CADEIRAS_RODAS,N_RHABITUAL_COM_ESTACIONAMENTO,N_RHABITUAL_PROP_OCUP,N_RHABITUAL_ARRENDADOS,N_AGREGADOS_DOMESTICOS_PRIVADOS,N_ADP_1_OU_2_PESSOAS,N_ADP_3_OU_MAIS_PESSOAS,N_NUCLEOS_FAMILIARES,N_NUCLEOS_FAMILIARES_COM_FILHOS_TENDO_O_MAIS_NOVO_MENOS_DE_25,N_INDIVIDUOS,N_INDIVIDUOS_H,N_INDIVIDUOS_M,N_INDIVIDUOS_0_14,N_INDIVIDUOS_15_24,N_INDIVIDUOS_25_64,N_INDIVIDUOS_65_OU_MAIS,SHAPE_Length,SHAPE_Area
-87241.7333987118,-105473.3706501,36083,11066501206,11,1106,110665,110665012,012,06,01206,11066501206,1,17,170,7,1,5,4,4,3,7,0,0,0,0,5,23,23,13,10,0,0,3,10,13,9,4,5,2,24,10,14,0,2,10,12,178.393195053674,1983.99914900965
-87940.9343249095,-105472.682699912,36084,11066101611,11,1106,110661,110661016,016,11,01611,11066101611,1,17,170,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,165.929309785361,1628.8636147285
-86269.2344042039,-105472.479349389,36085,11066700201,11,1106,110667,110667002,002,01,00201,11066700201,1,17,170,11,0,11,3,0,11,9,1,1,0,0,5,48,48,28,20,0,0,10,18,28,25,3,11,4,43,17,26,1,5,28,9,190.317552393773,1796.652903828
-87996.1519642432,-105457.724349435,36086,11066101701,11,1106,110661,110661017,017,01,01701,11066101701,1,17,170,11,3,8,5,2,9,11,0,0,0,0,10,28,28,13,15,1,1,3,9,13,8,5,7,4,31,16,15,4,5,20,2,168.364656805313,1444.16546562522
-88203.9145073873,-105545.387749873,36087,11066101307,11,1106,110661,110661013,013,07,01307,11066101307,1,17,170,14,1,13,7,1,13,12,2,0,0,0,4,96,96,67,29,3,2,14,51,67,50,17,35,12,132,67,65,17,6,71,38,554.498596815307,12259.2194832498
-93282.0174695672,-105500.941050297,36088,11060100511,11,1106,110601,110601005,005,11,00511,11060100511,1,17,170,22,22,0,22,22,0,0,22,0,0,0,2,22,22,19,3,4,5,16,2,19,11,8,15,6,52,27,25,5,4,26,17,401.802666100965,6333.91225903136
-87923.781100062,-104296.689950776,36089,11066600501,11,1106,110666,110666005,005,01,00501,11066600501,1,17,170,34,3,31,23,1,33,26,4,3,1,0,17,233,233,150,83,28,41,77,65,150,105,45,79,32,315,155,160,37,22,194,62,638.828620262986,16773.1890623268
-87922.7906551716,-105379.879299677,36090,11066101713,11,1106,110661,110661017,017,13,01713,11066101713,1,17,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522.345685637596,11083.9295765079
-87472.4793675326,-105274.127550799,36091,11065600602,11,1106,110656,110656006,006,02,00602,11065600602,1,17,170,13,1,12,8,1,12,13,0,0,0,0,3,56,56,39,17,4,2,3,35,39,23,16,12,6,99,72,27,6,10,77,6,184.999627881061,1481.74037029632
-88619.216138812,-105309.673549781,36092,11066101104,11,1106,110661,110661011,011,04,01104,11066101104,1,17,170,20,5,15,13,5,15,18,2,0,0,0,1,94,94,65,29,2,5,23,40,65,54,11,33,10,120,50,70,11,7,61,41,403.127791905396,7613.59946687694
-89239.2786071005,-105398.577350206,36093,11066000404,11,1106,110660,110660004,004,04,00404,11066000404,1,17,170,4,1,3,4,1,3,0,4,0,0,0,2,15,15,12,3,1,3,1,10,12,7,5,9,7,28,14,14,8,1,15,4,1051.52388627325,66749.4029043937
-87191.0993871448,-102086.774400453,36094,11065500803,11,1106,110655,110655008,008,03,00803,11065500803,1,17,170,41,0,41,33,0,41,0,41,0,0,0,17,499,499,369,130,16,8,107,229,369,258,111,218,105,798,362,436,109,82,440,167,999.182788092005,59422.2950616746
-88421.8930243776,-105330.814900314,36095,11066101005,11,1106,110661,110661010,010,05,01005,11066101005,1,17,170,10,4,6,5,7,3,10,0,0,0,0,6,25,25,18,7,0,0,7,9,18,14,4,10,3,39,16,23,4,4,20,11,285.188274428236,3829.18421490557
-91078.7690252589,-102061.974250839,36096,11063902001,11,1106,110639,110639020,020,01,02001,11063902001,1,17,170,43,0,43,39,0,43,0,42,1,0,0,14,376,376,316,60,11,7,110,180,316,243,73,169,81,598,269,329,60,58,305,175,621.773798365651,22203.5697432958
-90704.7928126307,-102050.462699835,36097,11063900702,11,1106,110639,110639007,007,02,00702,11063900702,1,17,170,38,10,28,34,9,29,1,36,0,1,0,0,288,288,216,72,12,18,91,104,216,166,50,103,43,407,174,233,44,22,214,127,528.137881083541,16281.4950605734
-90609.7869755662,-102030.503700916,36098,11063900703,11,1106,110639,110639007,007,03,00703,11063900703,1,17,170,19,0,19,17,0,19,0,17,2,0,0,4,308,308,218,90,38,15,130,66,218,177,41,95,32,403,179,224,35,27,215,126,541.625991394064,11988.951159526
-88111.0166026129,-102002.039600179,36099,11065400801,11,1106,110654,110654008,008,01,00801,11065400801,1,17,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470.581952357837,10527.6776977295
-87345.4268675867,-106075.501249994,36100,11066500905,11,1106,110665,110665009,009,05,00905,11066500905,1,17,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.11452652975,4532.32137941744
-88944.1166959948,-106063.498700006,36101,11066002003,11,1106,110660,110660020,020,03,02003,11066002003,1,17,170,14,1,13,7,1,13,14,0,0,0,0,8,58,58,44,14,4,0,8,33,44,35,9,15,5,78,42,36,7,3,54,14,170.573219062159,1817.76820694907
-89024.0719514553,-106072.634000357,36102,11066002004,11,1106,110660,110660020,020,04,02004,11066002004,1,17,170,20,9,11,16,3,17,16,1,3,0,0,8,60,60,36,24,6,6,11,23,36,28,8,18,7,73,34,39,10,7,39,17,300.860542652299,4413.41060060519
-92249.7428161461,-106272.031400075,36103,11060101004,11,1106,110601,110601010,010,04,01004,11060101004,1,17,170,39,19,20,37,19,20,12,19,7,1,0,26,285,285,246,39,73,64,108,126,246,173,73,149,67,526,231,295,62,44,266,154,1350.05224024506,55932.7954614327
-88684.0049290583,-106055.304999967,36104,11066100701,11,1106,110661,110661007,007,01,00701,11066100701,1,17,170,2,0,2,1,0,2,0,2,0,0,0,0,7,7,1,6,0,0,1,0,1,0,1,1,1,4,3,1,2,0,2,0,161.213555209977,1577.47762343323
-93892.1199805331,-106088.983249695,36105,11065800604,11,1106,110658,110658006,006,04,00604,11065800604,1,17,170,14,10,4,14,0,14,0,0,14,0,0,7,61,61,47,14,10,18,35,5,47,24,23,33,24,123,56,67,23,25,56,19,379.764427096955,6964.58369299783
-93402.7770851624,-106121.318200083,36106,11065800202,11,1106,110658,110658002,002,02,00202,11065800202,1,17,170,3,0,3,2,0,3,0,0,1,2,0,0,50,50,41,9,19,39,30,8,41,23,18,26,16,100,40,60,15,13,52,20,585.746398473993,18989.3708945712
-89814.6411248629,-106088.342399418,36107,11066001301,11,1106,110660,110660013,013,01,01301,11066001301,1,17,170,16,2,14,16,1,15,8,7,0,0,1,4,91,91,70,21,15,13,22,42,70,44,26,46,22,181,80,101,27,29,88,37,381.538260390944,8707.14049386353
-87273.9841124618,-106057.543349712,36108,11066500906,11,1106,110665,110665009,009,06,00906,11066500906,1,17,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.035698451105,4537.5616929124
-89574.5301361563,-106150.946749157,36109,11066000606,11,1106,110660,110660006,006,06,00606,11066000606,1,17,170,21,16,5,19,4,17,17,4,0,0,0,16,40,40,32,8,5,14,19,10,32,21,11,19,8,73,38,35,12,7,34,20,886.075255715594,44023.4671842638
-87445.9501184455,-106050.122699979,36110,11066500907,11,1106,110665,110665009,009,07,00907,11066500907,1,17,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.028479718198,4698.04182768914
-89320.2061374491,-106083.778900008,36111,11066000102,11,1106,110660,110660001,001,02,00102,11066000102,1,17,170,11,3,7,11,1,10,7,2,0,1,1,3,46,45,31,14,9,11,13,13,32,18,14,20,10,79,41,38,14,5,45,15,384.226016743498,7944.80435237861
-88599.1012874469,-106084.443000195,36112,11066100702,11,1106,110661,110661007,007,02,00702,11066100702,1,17,170,15,2,13,10,3,12,2,10,0,0,3,1,130,130,55,75,10,10,14,38,55,44,11,23,10,105,62,43,9,9,77,10,630.81800432918,22695.0718340387
-89048.5111153084,-106045.097100403,36113,11066002101,11,1106,110660,110660021,021,01,02101,11066002101,1,17,170,15,2,13,12,2,13,15,0,0,0,0,12,69,69,37,32,1,0,4,31,37,31,6,16,5,64,31,33,4,6,35,19,197.8983330997,2064.29465507813
-88337.4083686464,-106081.549000393,36114,11066100801,11,1106,110661,110661008,008,01,00801,11066100801,1,17,170,4,1,3,3,1,3,0,3,0,0,1,2,9,9,1,8,0,0,0,1,1,0,1,1,1,3,1,2,0,1,1,1,881.344329480042,39935.5428684057
-88811.9679923571,-106093.693249133,36115,11066002005,11,1106,110660,110660020,020,05,02005,11066002005,1,17,170,28,3,25,16,2,26,26,0,0,0,2,15,115,115,67,48,3,9,32,31,67,38,29,46,30,166,71,95,22,29,97,18,744.812167792779,13299.5920680421
-88071.0102525461,-106083.16799914,36116,11066100614,11,1106,110661,110661006,006,14,00614,11066100614,1,17,170,26,1,25,10,0,26,15,11,0,0,0,4,137,137,86,51,8,1,31,47,86,50,36,50,25,227,129,98,37,24,136,30,626.010486167955,11796.6030829183
-88903.3714342738,-106031.605999962,36117,11066002102,11,1106,110660,110660021,021,02,02102,11066002102,1,17,170,19,3,16,16,1,18,19,0,0,0,0,12,76,76,38,38,2,0,8,26,38,28,10,21,7,79,38,41,7,1,51,20,198.479156131425,2309.42225087995
-88850.3614306609,-106054.165100852,36118,11066002006,11,1106,110660,110660020,020,06,02006,11066002006,1,17,170,36,1,35,30,1,35,33,2,0,0,1,24,142,142,85,57,4,1,26,53,85,68,17,40,16,164,71,93,19,13,89,43,347.15496123702,6632.89666220061
-87204.93007973,-106029.611100282,36119,11066500908,11,1106,110665,110665009,009,08,00908,11066500908,1,17,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.463710415677,4239.44105010526
-87529.546818016,-106092.494649517,36120,11066500909,11,1106,110665,110665009,009,09,00909,11066500909,1,17,170,10,4,6,8,1,9,7,0,3,0,0,2,32,32,19,13,1,4,7,10,19,14,5,11,6,43,26,17,4,5,28,6,749.986177093146,17752.4311740364
-87360.2247290452,-106024.097149997,36121,11066500910,11,1106,110665,110665009,009,10,00910,11066500910,1,17,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232.30581504024,3172.3636537104
-93785.0020164721,-106086.059600004,36122,11065800605,11,1106,110658,110658006,006,05,00605,11065800605,1,17,170,11,0,11,9,0,11,0,0,11,0,0,0,82,82,71,11,23,70,55,11,71,47,24,48,26,160,81,79,19,22,78,41,391.905645149741,7438.89920428222
-93544.2870585837,-106080.079899543,36123,11065800203,11,1106,110658,110658002,002,03,00203,11065800203,1,17,170,11,0,11,9,0,11,0,10,1,0,0,0,160,160,129,31,55,1,73,44,129,87,42,77,36,291,147,144,40,28,135,88,501.832655397437,13118.0109898439
-93677.1744220636,-106131.511350024,36124,11065800606,11,1106,110658,110658006,006,06,00606,11065800606,1,17,170,12,0,12,9,0,12,0,0,2,10,0,4,122,122,104,18,48,100,76,21,104,56,48,71,47,262,112,150,58,31,135,38,605.393555775069,14604.8815688902
-86930.1357290451,-106104.94085086,36125,11066501001,11,1106,110665,110665010,010,01,01001,11066501001,1,17,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,837.917981690334,22408.3134014203
-89761.287599617,-106052.478250583,36126,11066001302,11,1106,110660,110660013,013,02,01302,11066001302,1,17,170,15,3,12,13,1,14,0,15,0,0,0,7,94,94,69,25,11,15,32,33,69,50,19,35,14,139,63,76,17,9,77,36,420.250256879534,8261.61350917377
-92308.5054176951,-102002.745098978,36129,11060803001,11,1106,110608,110608030,030,01,03001,11060803001,1,17,170,9,0,9,7,0,9,0,9,0,0,0,7,121,121,86,35,5,20,35,48,86,73,13,37,14,150,67,83,16,7,87,40,495.260238243108,8924.01844587594
-87255.7327734278,-105291.519050474,36130,11066501623,11,1106,110665,110665016,016,23,01623,11066501623,1,17,170,1,0,1,1,0,1,1,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,837.696548283912,32023.4642990652
-88508.0380624297,-105151.220849326,36131,11066600104,11,1106,110666,110666001,001,04,00104,11066600104,1,17,170,12,1,11,7,0,12,9,2,0,1,0,3,68,68,45,23,3,2,15,25,45,36,9,17,7,80,39,41,7,6,55,12,226.204618313494,2853.6997086628
-88111.8255665067,-105205.793650712,36132,11066600701,11,1106,110666,110666007,007,01,00701,11066600701,1,17,170,69,30,39,57,21,48,62,3,3,0,1,50,271,271,147,124,46,33,63,69,147,114,33,71,24,278,153,125,28,17,169,64,846.633605676071,30940.2729248159
-87399.0626255394,-105218.412299755,36133,11065600606,11,1106,110656,110656006,006,06,00606,11065600606,1,17,170,42,4,38,28,4,38,40,0,1,0,1,17,224,224,152,71,3,4,11,133,153,122,31,60,25,291,145,146,30,33,190,38,455.638454094398,7299.8572322762
-87043.5686071626,-105165.681750345,36134,11066500201,11,1106,110665,110665002,002,01,00201,11066500201,1,17,170,24,7,17,17,6,18,24,0,0,0,0,5,92,92,41,51,1,0,11,25,41,27,14,22,9,95,50,45,5,10,56,24,322.779163542425,5474.29781191
-94024.9764897515,-105183.809949983,36135,11065801306,11,1106,110658,110658013,013,06,01306,11065801306,1,17,170,16,16,0,16,8,8,1,13,2,0,0,1,16,16,14,2,6,11,13,1,14,7,7,12,4,36,17,19,5,4,16,11,366.466144144993,8481.1750232949
-88633.8821683683,-105167.886450451,36136,11066600105,11,1106,110666,110666001,001,05,00105,11066600105,1,17,170,8,0,8,5,0,8,1,7,0,0,0,4,56,56,42,14,0,0,12,26,42,34,8,17,7,71,29,42,4,6,32,29,245.52952346096,3207.59026189786
-87975.2744782558,-105143.429849984,36164,11066600902,11,1106,110666,110666009,009,02,00902,11066600902,1,17,170,23,3,20,14,3,20,20,1,0,2,0,13,142,142,90,52,3,1,25,61,90,72,18,36,11,170,88,82,16,10,113,31,352.715404022412,6237.40268809203
-88155.0139558781,-105110.869049347,36165,11066600703,11,1106,110666,110666007,007,03,00703,11066600703,1,17,170,8,4,4,6,3,5,1,5,0,0,2,3,44,44,29,15,3,0,8,20,29,27,2,6,2,42,20,22,1,2,28,11,243.632589334542,2951.25652179933
-85942.8231538897,-105201.788099309,36166,11066700304,11,1106,110667,110667003,003,04,00304,11066700304,1,17,170,21,0,20,17,0,21,7,10,4,0,0,3,208,207,139,68,36,32,58,73,139,105,34,67,28,278,118,160,28,18,163,69,639.664265502826,17095.2713197984
-89119.9317332692,-105186.7803995,36167,11065902301,11,1106,110659,110659023,023,01,02301,11065902301,1,17,170,16,7,9,14,4,12,5,5,2,4,0,2,82,82,62,20,25,20,28,30,62,35,27,43,23,170,78,92,29,25,74,42,624.703625586404,17645.773575512
-88432.1261975113,-105128.375000085,36168,11066600107,11,1106,110666,110666001,001,07,00107,11066600107,1,17,170,13,3,10,10,1,12,5,8,0,0,0,0,52,52,32,20,1,1,12,18,32,23,9,14,6,61,38,23,8,3,38,12,267.872083444165,4215.46426012078
-86106.6709472367,-105188.967550032,36169,11066700305,11,1106,110667,110667003,003,05,00305,11066700305,1,17,170,43,24,18,35,33,10,41,2,0,0,0,12,127,126,95,31,21,4,14,72,95,72,23,46,19,181,85,96,20,20,104,37,929.478323471421,36741.253619888
-87289.95020761,-104060.979499544,36170,11065602509,11,1106,110656,110656025,025,09,02509,11065602509,1,17,170,6,0,6,6,0,6,1,5,0,0,0,0,78,78,57,21,5,1,12,42,57,46,11,24,6,100,38,62,5,4,57,34,343.872013613894,6181.48478229859
-86983.1963869698,-104055.074899907,36171,11065602803,11,1106,110656,110656028,028,03,02803,11065602803,1,17,170,17,0,17,15,0,17,5,12,0,0,0,3,128,128,107,21,4,1,63,38,107,64,43,56,29,263,146,117,30,24,178,31,339.205256964208,6961.59412159664
-86427.5231537512,-104080.974150451,36172,11066301204,11,1106,110663,110663012,012,04,01204,11066301204,1,17,170,23,16,5,23,17,6,0,21,2,0,0,18,78,76,61,15,11,1,2,56,61,52,9,23,8,150,58,92,7,20,60,63,771.833115473547,33046.180711171
-87744.4654877069,-104164.661000435,36173,11065601001,11,1106,110656,110656010,010,01,01001,11065601001,1,17,170,65,24,40,59,25,40,43,22,0,0,0,4,343,342,241,101,22,6,106,121,242,179,63,118,42,480,231,249,34,50,304,92,1085.27083107691,61286.8577673185
-88275.2196355011,-104031.826599616,36174,11066601105,11,1106,110666,110666011,011,05,01105,11066601105,1,17,170,6,2,4,3,0,6,3,1,0,0,2,2,33,33,20,13,7,1,8,10,20,16,4,7,3,32,15,17,3,1,20,8,389.895826715286,7788.15364131032
-88090.1321703086,-104057.509299989,36175,11066601106,11,1106,110666,110666011,011,06,01106,11066601106,1,17,170,18,2,15,11,0,18,9,9,0,0,0,3,121,120,91,29,10,4,37,47,93,58,35,57,28,216,101,115,28,31,128,29,420.858415483513,10426.0018571666
-89054.8322276126,-104067.289750591,36176,11065702303,11,1106,110657,110657023,023,03,02303,11065702303,1,17,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559.34357300992,19309.6303013005
-87906.1739009287,-104050.910550002,36177,11066600602,11,1106,110666,110666006,006,02,00602,11066600602,1,17,170,23,1,22,19,0,23,14,7,2,0,0,8,159,159,110,49,7,7,61,41,110,89,21,53,25,214,105,109,28,18,128,40,387.938962109687,8830.24824578121
-90102.247330515,-104039.553549313,36178,11061000511,11,1106,110610,110610005,005,11,00511,11061000511,1,17,170,29,26,3,29,25,4,0,26,0,3,0,16,50,50,45,5,21,34,39,3,45,24,21,30,17,115,52,63,14,18,59,24,590.551035755564,13066.857753578
-87346.3714151539,-104143.420249977,36179,11065602510,11,1106,110656,110656025,025,10,02510,11065602510,1,17,170,27,2,24,24,5,22,14,13,0,0,0,9,152,151,95,56,7,7,42,48,95,69,26,48,18,219,102,117,27,14,128,50,814.503877454568,22419.1540033325
-85963.4261045645,-104182.959450337,36180,11066300401,11,1106,110663,110663004,004,01,00401,11066300401,1,17,170,50,11,39,49,13,37,20,19,11,0,0,16,340,340,267,73,69,4,97,162,267,169,98,180,87,622,292,330,92,59,345,126,1026.38542436995,19139.6934702508
-87491.4151768501,-102456.962450001,36181,11065501602,11,1106,110655,110655016,016,02,01602,11065501602,1,17,170,20,18,2,20,6,14,17,0,1,2,0,6,26,26,23,3,2,0,20,1,23,10,13,18,13,67,33,34,13,10,35,9,285.853159989663,3616.88516722434
-85154.1557287364,-101990.958500116,36219,11062101703,11,1106,110621,110621017,017,03,01703,11062101703,1,17,170,13,0,12,13,0,13,0,13,0,0,0,13,391,390,361,29,208,5,51,293,361,214,147,278,124,955,402,553,156,100,435,264,768.829910106686,24313.2109867909
-92867.2528815282,-101915.497249999,36220,11060800103,11,1106,110608,110608001,001,03,00103,11060800103,1,17,170,15,15,0,15,12,3,0,12,3,0,0,3,15,15,13,2,2,10,12,1,13,8,5,10,4,37,17,20,7,5,17,8,402.745896850994,9643.23336413679
-90946.5868811504,-101924.953999107,36221,11063900301,11,1106,110639,110639003,003,01,00301,11063900301,1,17,170,35,2,33,32,1,34,5,26,1,1,2,31,313,313,252,61,16,11,104,128,252,201,51,107,41,463,201,262,36,37,282,108,579.960464053565,15213.9810280437
-89867.3741689185,-102026.74610039,36222,11063901601,11,1106,110639,110639016,016,01,01601,11063901601,1,17,170,20,5,15,15,6,14,2,7,6,3,2,2,352,352,275,77,134,264,181,67,275,189,86,173,76,603,290,313,74,71,314,144,1005.16233931254,62773.1884514247
-87952.7197578547,-101942.06820008,36223,11065400802,11,1106,110654,110654008,008,02,00802,11065400802,1,17,170,21,2,18,17,2,19,2,18,1,0,0,13,185,184,142,42,5,13,76,57,143,87,56,92,49,345,162,183,61,37,179,68,648.64392468633,21304.9663395396
-89594.4955567468,-101998.514750433,36224,11063900801,11,1106,110639,110639008,008,01,00801,11063900801,1,17,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1058.3244466248,37011.5063429275
-84729.1856108237,-101992.1419504,36225,11062100505,11,1106,110621,110621005,005,05,00505,11062100505,1,17,170,28,7,21,27,28,0,4,24,0,0,0,6,91,91,81,10,11,6,41,34,81,59,22,51,16,168,78,90,13,13,77,65,1213.26696083871,41229.8408424517
-88153.8354147026,-101891.922499276,36226,11065400803,11,1106,110654,110654008,008,03,00803,11065400803,1,17,170,18,1,17,14,0,18,1,17,0,0,0,5,192,192,139,53,26,37,67,56,139,103,36,71,36,282,130,152,29,36,159,58,508.0233625464,15810.4317887157
-91212.2920907227,-101910.940949185,36227,11063902102,11,1106,110639,110639021,021,02,02102,11063902102,1,17,170,30,1,29,30,1,29,0,28,1,0,1,0,314,314,264,50,39,13,110,127,264,222,42,136,40,478,186,292,36,25,247,170,558.328030375774,13746.3723347142
-89921.7850107369,-101921.038100274,36228,11063901602,11,1106,110639,110639016,016,02,01602,11063901602,1,17,170,20,16,3,18,16,4,0,18,1,0,1,0,135,135,113,22,67,108,84,13,113,72,41,82,33,284,131,153,56,20,130,78,667.338082960414,18999.1150507541
-89251.594655524,-101935.85245057,36229,11065701504,11,1106,110657,110657015,015,04,01504,11065701504,1,17,170,2,0,2,2,0,2,0,0,2,0,0,1,23,23,19,4,7,1,1,18,19,9,10,13,6,54,27,27,10,9,26,9,682.836427940068,17259.602291571
-85665.1822311205,-102138.860000264,36230,11062101502,11,1106,110621,110621015,015,02,01502,11062101502,1,17,170,26,0,26,25,0,26,0,0,26,0,0,0,429,429,321,108,177,8,139,174,321,168,153,272,137,867,383,484,103,119,500,145,1376.10560375324,43238.5504884522
-87145.288561268,-101907.971149997,36231,11065400201,11,1106,110654,110654002,002,01,00201,11065400201,1,17,170,23,11,12,20,8,15,0,23,0,0,0,1,139,139,113,26,18,8,60,46,113,71,42,61,32,262,115,147,42,19,141,60,628.408756402572,17507.7854153691
-87702.6259991143,-101890.809449983,36232,11065400102,11,1106,110654,110654001,001,02,00102,11065400102,1,17,170,41,0,41,34,0,41,4,37,0,0,0,19,280,280,204,76,26,5,76,114,204,144,60,106,61,433,181,252,53,57,230,93,694.958833367327,18296.5784700824
-93021.1920802608,-101876.172150412,36233,11060800104,11,1106,110608,110608001,001,04,00104,11060800104,1,17,170,32,32,0,32,30,2,0,26,3,2,1,6,32,32,24,8,6,19,24,0,24,11,13,19,10,69,38,31,10,10,34,15,556.356660782412,15239.4716472356
-84130.8543035597,-101914.113550148,36234,11062101103,11,1106,110621,110621011,011,03,01103,11062101103,1,17,170,36,15,21,34,18,18,13,23,0,0,0,22,172,172,129,43,28,31,43,77,129,99,30,76,24,261,128,133,22,19,138,82,538.749729062387,16877.8805727958
-87356.9576104576,-101874.821249922,36235,11065400202,11,1106,110654,110654002,002,02,00202,11065400202,1,17,170,14,0,14,13,0,14,0,14,0,0,0,1,122,122,90,32,8,1,49,32,90,65,25,46,25,179,81,98,32,10,96,41,502.399892007029,13815.9854037628
-93263.4162011326,-101887.032450009,36236,11060800105,11,1106,110608,110608001,001,05,00105,11060800105,1,17,170,17,15,2,16,13,4,0,15,0,2,0,1,97,97,76,21,66,71,66,5,76,38,38,65,39,205,99,106,30,32,120,23,863.938695198176,28530.0128396939
-90910.8861480642,-101867.384900149,36237,11063900302,11,1106,110639,110639003,003,02,00302,11063900302,1,17,170,36,9,27,35,8,28,4,31,0,0,1,4,228,228,155,73,6,2,64,82,155,129,26,77,30,284,125,159,27,19,147,91,675.672680669394,18433.2671929761
-87278.6729618831,-101870.878100018,36238,11065400203,11,1106,110654,110654002,002,03,00203,11065400203,1,17,170,14,0,14,10,0,14,0,14,0,0,0,4,120,120,99,21,3,2,47,37,99,66,33,60,34,216,98,118,31,26,127,32,500.432083874183,13292.5527069227
-91436.4762375432,-101900.664599131,36239,11063901406,11,1106,110639,110639014,014,06,01406,11063901406,1,17,170,10,0,10,7,0,10,0,10,0,0,0,0,233,233,180,53,37,11,132,29,180,143,37,89,36,331,138,193,37,14,162,118,574.149869139501,16667.8173659185
-87471.8311068635,-101915.811000127,36240,11065400204,11,1106,110654,110654002,002,04,00204,11065400204,1,17,170,12,0,12,8,0,12,0,11,1,0,0,1,227,227,181,46,64,75,98,76,181,119,62,104,48,392,162,230,44,43,189,116,696.272136216994,29494.820803798
-85297.3688057869,-101990.367950688,36241,11062100101,11,1106,110621,110621001,001,01,00101,11062100101,1,17,170,13,0,13,11,2,11,0,13,0,0,0,7,345,345,295,50,166,2,36,252,295,172,123,237,100,789,374,415,106,89,378,216,1142.95349705976,60878.3020026613
-86122.3593200048,-99836.0555007133,36252,11063300401,11,1106,110633,110633004,004,01,00401,11063300401,1,17,170,25,1,24,22,0,25,0,24,1,0,0,13,240,240,216,24,42,6,145,57,216,124,92,137,69,518,249,269,55,62,278,123,795.475816587869,28779.0103746602
-84761.5395378452,-99764.4931491187,36253,11063302101,11,1106,110633,110633021,021,01,02101,11063302101,1,17,170,10,0,10,8,0,10,0,10,0,0,0,6,190,190,171,19,8,3,121,37,171,117,54,102,44,359,172,187,37,34,183,105,548.72052998387,14208.6433841325
-85346.1855112259,-99763.8661995373,36255,11063301807,11,1106,110633,110633018,018,07,01807,11063301807,1,17,170,9,0,9,8,0,9,0,9,0,0,0,4,102,102,81,21,17,2,55,16,81,51,30,49,25,177,80,97,21,22,86,48,439.140209299478,11908.9548670046
-88048.2497183395,-96657.5735001724,36269,11066401406,11,1106,110664,110664014,014,06,01406,11066401406,1,17,170,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1120.07060660849,47671.8713210248
